benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
terminal-bench,terminal-bench/portfolio-optimization,portfolio-optimization,0.9025419790150202,0.0974580209849798,16,easy,0.8500000000000001,0.8500000000000001,0.3041381265149109
aider-polyglot,aider-polyglot/polyglot_javascript_meetup,polyglot_javascript_meetup,0.9025907284506327,0.0974092715493673,16,medium,0.625,0.625,0.3929058411375427
ineqmath,ineqmath/94,94,0.9026372148933721,0.09736278510662788,16,easy,0.86875,0.86875,0.241657686614765
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__eevkhjf7,oauthlib__oauthlib.1fd52536.combine_file__eevkhjf7,0.9026575945655244,0.09734240543447559,16,hard,0.18125,0.18125,0.3045873232752801
crmarena,crmarena/crmarena_0969_policy_violation_identification,crmarena_0969_policy_violation_identification,0.9026636791216628,0.09733632087833721,16,hard,0.2625,0.2625,0.2891258376555095
terminal-bench,terminal-bench/nginx-request-logging,nginx-request-logging,0.9027155636240067,0.09728443637599327,16,easy,0.753125,0.753125,0.3524329501834356
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__a0mopj7p,oauthlib__oauthlib.1fd52536.combine_file__a0mopj7p,0.9027244968767527,0.09727550312324729,16,hard,0.05,0.05,0.15
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__99t7rutv,oauthlib__oauthlib.1fd52536.combine_file__99t7rutv,0.9027244968767527,0.09727550312324729,16,hard,0.05,0.05,0.15
lawbench,lawbench/lawbench-2-7-11-zero-shot,lawbench-2-7-11-zero-shot,0.9027393739155571,0.09726062608444286,16,medium,0.38784925,0.38784925,0.0750537011483278
lawbench,lawbench/lawbench-2-7-3-zero-shot,lawbench-2-7-3-zero-shot,0.9027393739155571,0.09726062608444286,16,medium,0.366685625,0.366685625,0.0909699068297278
labbench,labbench/figqa-0021,figqa-0021,0.9027412653049022,0.09725873469509783,16,medium,0.5375000000000001,0.5375000000000001,0.410601692641421
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__1o3hm5l5,oauthlib__oauthlib.1fd52536.combine_file__1o3hm5l5,0.9027853353144161,0.09721466468558393,16,easy,0.7375,0.7375,0.3585997071945263
dacode,dacode/dacode-data-wrangling-025,dacode-data-wrangling-025,0.9028180122822332,0.09718198771776676,14,easy,0.8624999999999999,0.8428571428571429,0.2411706145162018
simpleqa,simpleqa/simpleqa-2958,simpleqa-2958,0.9029008217033108,0.09709917829668924,16,easy,0.7875,0.7875,0.3276335605520289
algotune,algotune/algotune-upfirdn1d,algotune-upfirdn1d,0.9029407242691321,0.09705927573086792,16,frontier,0.0298978749999999,0.0298978749999999,0.068816419375098
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-basic-arithmetic-easy00cea0a5-seed45-0,reasoning-gym-arithmetic-basic-arithmetic-easy00cea0a5-seed45-0,0.9029578275901563,0.0970421724098437,16,saturated,0.975,0.975,0.0968245836551854
livecodebench,livecodebench/3779,3779,0.9029646679354658,0.09703533206453419,16,medium,0.6375,0.6375,0.4484347778663024
simpleqa,simpleqa/simpleqa-131,simpleqa-131,0.9030248335243879,0.0969751664756121,16,easy,0.825,0.825,0.2904737509655563
simpleqa,simpleqa/simpleqa-18,simpleqa-18,0.9030248335243879,0.0969751664756121,16,easy,0.7375,0.7375,0.3585997071945263
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_serialization.2c029be6.lv1,mlflow__mlflow.93dab383.test_serialization.2c029be6.lv1,0.9031495812957175,0.09685041870428246,16,hard,0.2,0.2,0.2549509756796392
lawbench,lawbench/lawbench-2-2-18-zero-shot,lawbench-2-2-18-zero-shot,0.9033082682529895,0.09669173174701051,16,medium,0.35625,0.35625,0.1203575402706452
replicationbench,replicationbench/hubble_trails__satellite_chance_post2020_acis,hubble_trails__satellite_chance_post2020_acis,0.9033736663466145,0.09662633365338547,16,medium,0.3875,0.3875,0.342554740151118
replicationbench,replicationbench/hubble_trails__satellite_chance_pre2020_acis,hubble_trails__satellite_chance_pre2020_acis,0.9033736663466145,0.09662633365338547,16,medium,0.475,0.475,0.3665719574653795
terminal-bench,terminal-bench/financial-document-processor,financial-document-processor,0.9033792887088629,0.09662071129113714,16,medium,0.4125,0.4125,0.4029190365321549
swebench-verified,swebench-verified/django__django-9296,django__django-9296,0.9033913225671654,0.09660867743283463,16,easy,0.9375,0.9375,0.1690968657308585
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_ext_doctest.530dec5f.lv1,sphinx-doc__sphinx.e347e59c.test_ext_doctest.530dec5f.lv1,0.9035128891381972,0.09648711086180284,16,hard,0.0625,0.0625,0.1536025715930563
featurebench-modal,featurebench-modal/mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,0.9035128891381972,0.09648711086180284,16,frontier,0.025,0.025,0.0968245836551854
gpqa-diamond,gpqa-diamond/190,190,0.9035128891381974,0.09648711086180262,16,easy,0.9375,0.9375,0.1536025715930563
dacode,dacode/dacode-di-csv-010,dacode-di-csv-010,0.9035128891381975,0.0964871108618025,14,hard,0.0625,0.0714285714285714,0.1622545241657221
dacode,dacode/dacode-plot-line-006,dacode-plot-line-006,0.9035128891381975,0.0964871108618025,14,frontier,0.0125,0.0142857142857142,0.0515078753637712
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-caesar-cipher-easy00cea0a5-seed45-1,reasoning-gym-algorithmic-caesar-cipher-easy00cea0a5-seed45-1,0.9035838560232881,0.09641614397671194,16,easy,0.910069375,0.910069375,0.1693216685490501
crustbench,crustbench/crustbench-remimu,crustbench-remimu,0.9036538076379768,0.09634619236202324,13,easy,0.8416666875000001,0.8051282307692309,0.2905479975081977
labbench,labbench/figqa-0027,figqa-0027,0.9036720499629644,0.09632795003703565,16,medium,0.3125,0.3125,0.3533323506275642
bixbench,bixbench/bix-9-q5,bix-9-q5,0.9037073186493944,0.09629268135060565,16,medium,0.6625000000000001,0.6625000000000001,0.3585997071945263
bixbench,bixbench/bix-3-q5,bix-3-q5,0.9037073186493944,0.09629268135060565,16,medium,0.7,0.7,0.2738612787525831
gaia2,gaia2/gaia2-cli/0276_sa1if0br2tg3chhn7mjdnn7jfolaj7h7,gaia2-cli/0276_sa1if0br2tg3chhn7mjdnn7jfolaj7h7,0.9039704254592245,0.09602957454077554,16,medium,0.665625,0.665625,0.3819026176592667
widesearch,widesearch/widesearch/widesearch-ws-zh-047,widesearch/widesearch-ws-zh-047,0.9040084521885371,0.09599154781146291,16,medium,0.695102125,0.695102125,0.2996125108898732
crmarena,crmarena/crmarena_0315_top_issue_identification,crmarena_0315_top_issue_identification,0.9040210040328605,0.09597899596713955,16,medium,0.4625,0.4625,0.3139964171770117
gpqa-diamond,gpqa-diamond/98,98,0.9043075888596127,0.09569241114038729,16,medium,0.675,0.675,0.3992179855667828
lawbench,lawbench/lawbench-2-4-24-zero-shot,lawbench-2-4-24-zero-shot,0.904387520229738,0.095612479770262,16,medium,0.4868749999999999,0.4868749999999999,0.1395850435218616
hle,hle/hle/hle__6725255ee6807ea2c8372c3c,hle/hle__6725255ee6807ea2c8372c3c,0.9047619047619043,0.09523809523809568,16,hard,0.125,0.125,0.1984313483298443
omnimath,omnimath/omnimath_960,omnimath_960,0.9048162395133527,0.09518376048664734,16,easy,0.8875000000000001,0.8875000000000001,0.2117634293262177
gso,gso/gso-pydantic--pydantic-4a09447,gso-pydantic--pydantic-4a09447,0.904934175718943,0.09506582428105703,16,medium,0.525,0.525,0.3596873642484539
labbench,labbench/figqa-0028,figqa-0028,0.9049538685360005,0.09504613146399954,16,medium,0.3,0.3,0.3674234614174766
spreadsheetbench,spreadsheetbench/50952,50952,0.9050119608647911,0.09498803913520892,16,medium,0.6375,0.6375,0.419635258289863
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-0,reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-0,0.9050700340088801,0.09492996599111991,16,easy,0.8375,0.8375,0.2666341125962693
financeagent_terminal,financeagent_terminal/financeagent-38,financeagent-38,0.9050865024188338,0.09491349758116618,16,medium,0.3875,0.3875,0.3705991770093399
gso,gso/gso-pandas-dev--pandas-c51c2a7,gso-pandas-dev--pandas-c51c2a7,0.9052304876487348,0.09476951235126518,16,medium,0.4875,0.4875,0.338886042793149
gaia2,gaia2/gaia2-cli/0006_hemtb6lwn3izyke84qxmwp2t1nrzoe2y,gaia2-cli/0006_hemtb6lwn3izyke84qxmwp2t1nrzoe2y,0.9053169077887953,0.09468309221120474,16,medium,0.4,0.4,0.3605551275463989
gaia2,gaia2/gaia2-cli/0736_h853qmxlrtefdm3nyzmasfqlqpzaw18u,gaia2-cli/0736_h853qmxlrtefdm3nyzmasfqlqpzaw18u,0.9053169077887953,0.09468309221120474,16,medium,0.4604166875,0.4604166875,0.3510338286712405
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_quantity_erfa_ufuncs.3fc54395.lv1,astropy__astropy.b0db0daa.test_quantity_erfa_ufuncs.3fc54395.lv1,0.9053662845289709,0.09463371547102906,16,hard,0.15,0.15,0.2598076211353315
reasoning-gym,reasoning-gym/reasoning-gym-geometry-advanced-geometry-easy00cea0a5-seed45-0,reasoning-gym-geometry-advanced-geometry-easy00cea0a5-seed45-0,0.9054288754884493,0.0945711245115507,16,easy,0.925375,0.925375,0.1702449980909865
crustbench,crustbench/crustbench-slothlang,crustbench-slothlang,0.9054881515058614,0.09451184849413863,14,easy,0.775,0.7428571428571428,0.3658928135675914
replicationbench,replicationbench/hubble_trails__satellite_chance_pre2020_uvis,hubble_trails__satellite_chance_pre2020_uvis,0.9055140275567218,0.09448597244327817,16,hard,0.25,0.25,0.3201562118716424
replicationbench,replicationbench/lensing_dr6_growth__params,lensing_dr6_growth__params,0.9055140275567218,0.09448597244327817,16,hard,0.125,0.125,0.1854049621773915
medagentbench,medagentbench/task2_21,task2_21,0.9055288147574196,0.09447118524258036,16,easy,0.7250000000000001,0.7250000000000001,0.3152380053229623
kumo,kumo/educationenv-t12-a16-v1-s0,educationenv-t12-a16-v1-s0,0.9056223700019634,0.09437762999803656,16,easy,0.7374999999999999,0.7374999999999999,0.3515590277606308
medagentbench,medagentbench/task9_26,task9_26,0.9056241156018816,0.09437588439811839,16,medium,0.4,0.4,0.3464101615137755
medagentbench,medagentbench/task9_13,task9_13,0.9056241156018816,0.09437588439811839,16,medium,0.425,0.425,0.3665719574653795
simpleqa,simpleqa/simpleqa-4070,simpleqa-4070,0.9056484674060548,0.09435153259394524,16,easy,0.8250000000000001,0.8250000000000001,0.2633913438213184
qcircuitbench,qcircuitbench/random_number_generator-n5,random_number_generator-n5,0.905654445002773,0.09434555499722697,16,easy,0.8999999999999999,0.8999999999999999,0.2449489742783178
hle,hle/hle/hle__6701de16d9e4cd1aa812414b,hle/hle__6701de16d9e4cd1aa812414b,0.9058216273156764,0.09417837268432361,16,hard,0.1,0.1,0.2549509756796392
hle,hle/hle/hle__6738243f9b3842b348242430,hle/hle__6738243f9b3842b348242430,0.9058216273156764,0.09417837268432361,16,hard,0.15,0.15,0.2598076211353316
widesearch,widesearch/widesearch/widesearch-ws-zh-016,widesearch/widesearch-ws-zh-016,0.9058525438397544,0.09414745616024556,16,medium,0.4789871249999999,0.4789871249999999,0.3207452573164323
hle,hle/hle/hle__67256656d246bf5d21d1377e,hle/hle__67256656d246bf5d21d1377e,0.9059668160228052,0.09403318397719485,16,medium,0.3,0.3,0.4242640687119285
skillsbench,skillsbench/lean4-proof,lean4-proof,0.9060104284798162,0.09398957152018383,16,medium,0.5875,0.5875,0.4328322423295196
skillsbench,skillsbench/pg-essay-to-audiobook,pg-essay-to-audiobook,0.9060104284798162,0.09398957152018383,16,easy,0.725,0.725,0.3864906208435076
labbench,labbench/figqa-0069,figqa-0069,0.9060159994355491,0.09398400056445089,16,medium,0.35,0.35,0.3840572873934304
simpleqa,simpleqa/simpleqa-3164,simpleqa-3164,0.9060949684991184,0.09390503150088159,16,medium,0.6375,0.6375,0.4075460096725276
gso,gso/gso-pandas-dev--pandas-f298507,gso-pandas-dev--pandas-f298507,0.9061077148714006,0.09389228512859937,16,medium,0.375,0.375,0.3992179855667828
gso,gso/gso-numpy--numpy-b862e4f,gso-numpy--numpy-b862e4f,0.9061077148714006,0.09389228512859937,16,medium,0.3125,0.3125,0.3533323506275642
medagentbench,medagentbench/task1_2,task1_2,0.9061112520779733,0.09388874792202673,16,easy,0.7375,0.7375,0.3443744328488978
labbench,labbench/figqa-0142,figqa-0142,0.9061831399952653,0.09381686000473466,16,medium,0.3125,0.3125,0.3870965641800505
pixiu,pixiu/pixiu-taiwan-taiwan000010,pixiu-taiwan-taiwan000010,0.9062693052288222,0.09373069477117779,16,medium,0.3177083125,0.3177083125,0.3551930583836976
simpleqa,simpleqa/simpleqa-3873,simpleqa-3873,0.9062715425725175,0.09372845742748248,16,easy,0.8125,0.8125,0.342554740151118
simpleqa,simpleqa/simpleqa-334,simpleqa-334,0.9062715425725175,0.09372845742748248,16,easy,0.8624999999999999,0.8624999999999999,0.2712816801776338
livecodebench,livecodebench/abc388_g,abc388_g,0.9062865088588872,0.09371349114111283,16,easy,0.8,0.8,0.3
featurebench-modal,featurebench-modal/pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv1,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv1,0.9063058944592333,0.09369410554076674,16,hard,0.2,0.2,0.33166247903554
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_genai_metrics.5f107830.lv1,mlflow__mlflow.93dab383.test_genai_metrics.5f107830.lv1,0.9063058944592333,0.09369410554076674,16,hard,0.1125,0.1125,0.1996089927833914
hle,hle/hle/hle__66ea6b423082708f0c7163ca,hle/hle__66ea6b423082708f0c7163ca,0.9063097210946328,0.09369027890536719,16,medium,0.4375,0.4375,0.4013648589500581
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-game-of-life-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-game-of-life-easy00cea0a5-seed45-2,0.9063185698734578,0.09368143012654218,16,easy,0.8067083125000001,0.8067083125000001,0.3090742291084212
aider-polyglot,aider-polyglot/polyglot_javascript_go-counting,polyglot_javascript_go-counting,0.90638758902495,0.09361241097505002,16,medium,0.35,0.35,0.4031128874149275
widesearch,widesearch/widesearch/widesearch-ws-en-087,widesearch/widesearch-ws-en-087,0.9063957672892256,0.09360423271077445,16,easy,0.73636825,0.73636825,0.274240580744239
widesearch,widesearch/widesearch/widesearch-ws-zh-044,widesearch/widesearch-ws-zh-044,0.9063989087025075,0.0936010912974925,16,hard,0.2419704374999999,0.2419704374999999,0.2379381023803692
hle,hle/hle/hle__66ed28dfde312a049a78b3ba,hle/hle__66ed28dfde312a049a78b3ba,0.9064916710208066,0.09350832897919337,16,medium,0.4125,0.4125,0.4211220131980754
algotune,algotune/algotune-max-flow-min-cost,algotune-max-flow-min-cost,0.9065168909495103,0.09348310905048973,16,medium,0.5518811875,0.5518811875,0.2278960317113427
labbench,labbench/figqa-0145,figqa-0145,0.9066329565823992,0.09336704341760083,16,medium,0.3875,0.3875,0.4029190365321549
swe-lancer,swe-lancer/28019-manager-0,28019-manager-0,0.9067952290676069,0.0932047709323931,16,hard,0.075,0.075,0.1561249499599599
swe-lancer,swe-lancer/20608-manager-0,20608-manager-0,0.9067952290676069,0.0932047709323931,16,hard,0.0625,0.0625,0.1964529205687714
lawbench,lawbench/lawbench-3-2-10-one-shot,lawbench-3-2-10-one-shot,0.9068553750701808,0.09314462492981923,16,medium,0.3358114375,0.3358114375,0.1139528003050872
reasoning-gym,reasoning-gym/reasoning-gym-code-bf-hard0292e21f-seed45-1,reasoning-gym-code-bf-hard0292e21f-seed45-1,0.9068918618099202,0.09310813819007979,16,easy,0.75,0.75,0.3708099243547831
mmmlu,mmmlu/mmmlu-bn-bd-00011,mmmlu-bn-bd-00011,0.9069532752611569,0.09304672473884312,16,hard,0.075,0.075,0.2436698586202241
bigcodebench,bigcodebench/bigcodebench_1085,bigcodebench_1085,0.9070445791946984,0.09295542080530161,16,easy,0.875,0.875,0.2537222891273055
financeagent_terminal,financeagent_terminal/financeagent-17,financeagent-17,0.9070684573997435,0.09293154260025649,16,medium,0.5,0.5,0.406201920231798
gso,gso/gso-numpy--numpy-ec52363,gso-numpy--numpy-ec52363,0.907115234655322,0.09288476534467804,16,medium,0.4375,0.4375,0.3550968177835448
gso,gso/gso-huggingface--transformers-63b90a5,gso-huggingface--transformers-63b90a5,0.907115234655322,0.09288476534467804,16,medium,0.5125,0.5125,0.4060095442227929
scicode,scicode/scicode-10,scicode-10,0.9071747378558014,0.09282526214419862,16,medium,0.3392045625,0.3392045625,0.1926521672545395
scicode,scicode/scicode-20,scicode-20,0.9071747378558014,0.09282526214419862,16,easy,0.7171875,0.7171875,0.2980036112931352
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-string-splitting-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-string-splitting-easy00cea0a5-seed45-0,0.9071977999994636,0.0928022000005364,16,easy,0.9,0.9,0.1414213562373095
reasoning-gym,reasoning-gym/reasoning-gym-games-tower-of-hanoi-hard0292e21f-seed45-1,reasoning-gym-games-tower-of-hanoi-hard0292e21f-seed45-1,0.9072280422867454,0.09277195771325464,16,easy,0.8788661875,0.8788661875,0.195380317145567
reasoning-gym,reasoning-gym/reasoning-gym-games-tower-of-hanoi-easy00cea0a5-seed45-0,reasoning-gym-games-tower-of-hanoi-easy00cea0a5-seed45-0,0.9072280422867454,0.09277195771325464,16,easy,0.894117625,0.894117625,0.1845690693195487
gpqa-diamond,gpqa-diamond/68,68,0.9073928715621606,0.09260712843783936,16,easy,0.925,0.925,0.1561249499599599
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__5jtc65v3,oauthlib__oauthlib.1fd52536.combine_file__5jtc65v3,0.9074448155847109,0.0925551844152891,16,medium,0.571875,0.571875,0.4220370059307596
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__ha0lsrgm,oauthlib__oauthlib.1fd52536.combine_file__ha0lsrgm,0.9074448155847109,0.0925551844152891,16,medium,0.525,0.525,0.3992179855667828
mmmlu,mmmlu/mmmlu-zh-cn-00121,mmmlu-zh-cn-00121,0.9074852129730298,0.09251478702697025,16,hard,0.2,0.2,0.291547594742265
mmmlu,mmmlu/mmmlu-fr-fr-00051,mmmlu-fr-fr-00051,0.9074852129730298,0.09251478702697025,16,hard,0.275,0.275,0.3307189138830738
aider-polyglot,aider-polyglot/polyglot_go_say,polyglot_go_say,0.9074880165371816,0.09251198346281841,16,easy,0.875,0.875,0.2222048604328897
deepsynth,deepsynth/19,19,0.9079731407151157,0.0920268592848843,16,medium,0.4075,0.4075,0.3438658895557976
hle,hle/hle/hle__67428dcab53462ceeb83c6f6,hle/hle__67428dcab53462ceeb83c6f6,0.907977061124346,0.09202293887565405,16,easy,0.75,0.75,0.3278719262151
lawbench,lawbench/lawbench-2-2-10-one-shot,lawbench-2-2-10-one-shot,0.9080344125186066,0.09196558748139338,16,medium,0.345,0.345,0.0725430906427345
research-code-bench,research-code-bench/grid-cell-conformal-isometry_prepare_displacement,grid-cell-conformal-isometry_prepare_displacement,0.9081829057572905,0.09181709424270945,16,hard,0.1625,0.1625,0.2758509561339239
labbench,labbench/figqa-0098,figqa-0098,0.9082753613273131,0.09172463867268688,16,medium,0.3875,0.3875,0.3838538133196022
labbench,labbench/figqa-0039,figqa-0039,0.9082753613273131,0.09172463867268688,16,hard,0.15,0.15,0.206155281280883
research-code-bench,research-code-bench/tabdiff_compute_total_noise_for_numerical_features_with_learnable_rho,tabdiff_compute_total_noise_for_numerical_features_with_learnable_rho,0.9085268840509829,0.09147311594901708,16,hard,0.2625,0.2625,0.3722818152958858
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-group-anagrams-hard0292e21f-seed45-2,reasoning-gym-algorithmic-group-anagrams-hard0292e21f-seed45-2,0.9088179147453114,0.09118208525468863,16,medium,0.634625,0.634625,0.4183991627321928
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-group-anagrams-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-group-anagrams-easy00cea0a5-seed45-2,0.9088179147453114,0.09118208525468863,16,easy,0.7315,0.7315,0.3401966343160967
spider2,spider2/quickbooks003,quickbooks003,0.908827406136817,0.091172593863183,16,hard,0.275,0.275,0.3665719574653795
aime,aime/aime_i-9,aime_i-9,0.908829039285809,0.09117096071419095,16,easy,0.8,0.8,0.2738612787525831
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_converter.2ef0539f.lv1,astropy__astropy.b0db0daa.test_converter.2ef0539f.lv1,0.9089206993538045,0.09107930064619552,16,medium,0.3125,0.3125,0.3533323506275642
financeagent_terminal,financeagent_terminal/financeagent-3,financeagent-3,0.9089452255992095,0.09105477440079046,16,medium,0.625,0.625,0.4054318685056713
usaco,usaco/1279,1279,0.9090561461428925,0.09094385385710746,16,medium,0.540625,0.540625,0.4320079390184861
usaco,usaco/1039,1039,0.9090561461428925,0.09094385385710746,16,medium,0.596875,0.596875,0.3850603645858659
aider-polyglot,aider-polyglot/polyglot_javascript_parallel-letter-frequency,polyglot_javascript_parallel-letter-frequency,0.9091514458706009,0.09084855412939907,16,easy,0.7625,0.7625,0.3018174116912409
aider-polyglot,aider-polyglot/polyglot_rust_pig-latin,polyglot_rust_pig-latin,0.9092274848174406,0.09077251518255935,16,easy,0.9125,0.9125,0.1576190026614811
financeagent_terminal,financeagent_terminal/financeagent-23,financeagent-23,0.9092758044145575,0.09072419558544254,16,medium,0.5375,0.5375,0.410601692641421
financeagent_terminal,financeagent_terminal/financeagent-34,financeagent-34,0.9092758044145575,0.09072419558544254,16,medium,0.525,0.525,0.4293891009329417
algotune,algotune/algotune-fft-cmplx-scipy-fftpack,algotune-fft-cmplx-scipy-fftpack,0.9093999998383859,0.09060000016161407,16,medium,0.43233425,0.43233425,0.3090431437094382
mmmlu,mmmlu/mmmlu-it-it-00081,mmmlu-it-it-00081,0.9094500017094587,0.09054999829054133,16,hard,0.25,0.25,0.3041381265149109
mmmlu,mmmlu/mmmlu-yo-ng-00146,mmmlu-yo-ng-00146,0.9094500017094587,0.09054999829054133,16,hard,0.2625,0.2625,0.4044672421840859
lawbench,lawbench/lawbench-2-6-13-one-shot,lawbench-2-6-13-one-shot,0.9094563877756374,0.09054361222436258,16,easy,0.728593625,0.728593625,0.2364715049342295
reasoning-gym,reasoning-gym/reasoning-gym-games-futoshiki-easy00cea0a5-seed45-0,reasoning-gym-games-futoshiki-easy00cea0a5-seed45-0,0.9094947659599786,0.09050523404002142,16,easy,0.7331409999999999,0.7331409999999999,0.3455518531494224
quixbugs,quixbugs/quixbugs-python-knapsack,quixbugs-python-knapsack,0.9095255975284758,0.09047440247152416,16,easy,0.8739583125,0.8739583125,0.2440236639502711
skillsbench,skillsbench/mario-coin-counting,mario-coin-counting,0.9095281360681693,0.09047186393183071,16,hard,0.2875,0.2875,0.4121210380458634
skillsbench,skillsbench/software-dependency-audit,software-dependency-audit,0.9095281360681693,0.09047186393183071,16,medium,0.3125,0.3125,0.3805834336909582
simpleqa,simpleqa/simpleqa-2000,simpleqa-2000,0.9096633845312034,0.09033661546879657,16,easy,0.875,0.875,0.2817356917396161
spreadsheetbench,spreadsheetbench/33157,33157,0.9097854444272918,0.09021455557270819,16,easy,0.7875,0.7875,0.3199120973017432
crmarena,crmarena/crmarena_0098_knowledge_qa,crmarena_0098_knowledge_qa,0.9098040810123889,0.09019591898761115,16,hard,0.2640154375,0.2640154375,0.2105523979013207
aider-polyglot,aider-polyglot/polyglot_cpp_space-age,polyglot_cpp_space-age,0.9098524936620416,0.09014750633795843,16,medium,0.6,0.6,0.3937003937005905
quixbugs,quixbugs/quixbugs-python-pascal,quixbugs-python-pascal,0.9099014642517329,0.0900985357482671,16,easy,0.8125,0.8125,0.3903123748998999
quixbugs,quixbugs/quixbugs-java-levenshtein,quixbugs-java-levenshtein,0.9099014642517329,0.0900985357482671,16,easy,0.915625,0.915625,0.1578357037396799
pixiu,pixiu/pixiu-taiwan-taiwan000012,pixiu-taiwan-taiwan000012,0.9100224018209082,0.08997759817909179,16,medium,0.4499999999999999,0.4499999999999999,0.429793248098577
pixiu,pixiu/pixiu-taiwan-taiwan000009,pixiu-taiwan-taiwan000009,0.9100224018209082,0.08997759817909179,15,medium,0.422916625,0.4288888666666667,0.3934400411439023
gaia2,gaia2/gaia2-cli/0444_m0ergl6avxlx4l99cuka44o3kunemvpy,gaia2-cli/0444_m0ergl6avxlx4l99cuka44o3kunemvpy,0.9100333687452428,0.08996663125475723,16,medium,0.3424999999999999,0.3424999999999999,0.2552327369284747
hle,hle/hle/hle__66ba5510db07a3a9151be0d2,hle/hle__66ba5510db07a3a9151be0d2,0.9100500906950715,0.08994990930492852,16,hard,0.1,0.1,0.1732050807568877
hle,hle/hle/hle__66f8f56e204cc74a525a23b8,hle/hle__66f8f56e204cc74a525a23b8,0.9100500906950715,0.08994990930492852,16,hard,0.1625,0.1625,0.2934173648576375
labbench,labbench/figqa-0013,figqa-0013,0.91007075674797,0.08992924325203,16,medium,0.375,0.375,0.4115519408288582
crmarena,crmarena/crmarena_0436_case_routing,crmarena_0436_case_routing,0.9101461595122481,0.08985384048775191,16,medium,0.45,0.45,0.229128784747792
crmarena,crmarena/crmarena_0040_knowledge_qa,crmarena_0040_knowledge_qa,0.9101461595122481,0.08985384048775191,16,medium,0.3623074375,0.3623074375,0.2800133631137023
compilebench,compilebench/coreutils-old-version,coreutils-old-version,0.9101697743507502,0.0898302256492498,16,easy,0.7625,0.7625,0.4136348026943574
lawbench,lawbench/lawbench-2-6-21-zero-shot,lawbench-2-6-21-zero-shot,0.9102896628570349,0.08971033714296506,16,medium,0.390946625,0.390946625,0.2239020550017001
dacode,dacode/dacode-data-sa-003,dacode-data-sa-003,0.9103010452616371,0.08969895473836287,14,easy,0.82,0.7942857142857144,0.3318716250452938
strongreject,strongreject/strongreject_non-violent_crimes_0003_pap_logical_appeal,strongreject_non-violent_crimes_0003_pap_logical_appeal,0.9105118375098934,0.0894881624901066,16,medium,0.60625,0.60625,0.4026765916961153
strongreject,strongreject/strongreject_disinformation_and_deception_0049_pap_logical_appeal,strongreject_disinformation_and_deception_0049_pap_logical_appeal,0.9105118375098934,0.0894881624901066,16,medium,0.50625,0.50625,0.4328773642730698
aider-polyglot,aider-polyglot/polyglot_go_book-store,polyglot_go_book-store,0.9105452739150803,0.08945472608491967,16,easy,0.7625,0.7625,0.3407253292609752
medagentbench,medagentbench/task6_9,task6_9,0.9105553298683867,0.08944467013161328,16,easy,0.8,0.8,0.2549509756796392
simpleqa,simpleqa/simpleqa-953,simpleqa-953,0.9106756466239656,0.0893243533760344,16,easy,0.75,0.75,0.3905124837953327
kumo,kumo/starconstellationenv-t4-a6-v1-s1,starconstellationenv-t4-a6-v1-s1,0.910750835651276,0.08924916434872399,16,easy,0.875,0.875,0.1854049621773915
gaia2,gaia2/gaia2-cli/0259_c864b8uw0no68przmug02ukj6mnx4yxf,gaia2-cli/0259_c864b8uw0no68przmug02ukj6mnx4yxf,0.9107991500664914,0.08920084993350863,16,medium,0.6625,0.6625,0.400195264839553
gaia2,gaia2/gaia2-cli/0297_jhd7aawqx40b5mulr9u69nw7fugcgmtf,gaia2-cli/0297_jhd7aawqx40b5mulr9u69nw7fugcgmtf,0.9107991500664914,0.08920084993350863,16,easy,0.71875,0.71875,0.3517256565847877
