task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count
quixbugs/quixbugs-java-gcd,quixbugs,quixbugs-java-gcd,16,0,0.0,0.9375,0.1875,0.25,1.0,0.9375,-0.3333333333333333,0.9999999999999999,-0.08606606066851274,easy,0,0
quixbugs/quixbugs-java-get_factors,quixbugs,quixbugs-java-get_factors,16,0,0.0,0.79375,0.3050998811864731,0.0,1.0,0.79375,-0.48529411764705876,0.7178820733799366,-0.1745444205306048,easy,0,0
quixbugs/quixbugs-java-hanoi,quixbugs,quixbugs-java-hanoi,16,0,0.0,0.940625,0.13603624287299323,0.5,1.0,0.940625,-0.43646456816242674,0.9999999999999999,-0.11269447588718919,easy,0,0
quixbugs/quixbugs-java-is_valid_parenthesization,quixbugs,quixbugs-java-is_valid_parenthesization,16,0,0.0,0.953125,0.1316585902058806,0.5,1.0,0.953125,-0.35603449745815596,0.9999999999999999,-0.09192752435143066,saturated,0,0
quixbugs/quixbugs-java-kheapsort,quixbugs,quixbugs-java-kheapsort,16,0,0.0,0.9125,0.2446298223847616,0.0,1.0,0.9125,-0.3576832912153171,0.9999999999999999,-0.09235322715874746,easy,0,0
quixbugs/quixbugs-java-knapsack,quixbugs,quixbugs-java-knapsack,16,0,0.0,0.975,0.09682458365518543,0.6,1.0,0.975,-0.25819888974716115,1.0000000000000002,-0.06666667754857866,saturated,0,0
quixbugs/quixbugs-java-kth,quixbugs,quixbugs-java-kth,16,0,0.0,0.953125,0.18154609435347266,0.25,1.0,0.953125,-0.25819888974716115,1.0000000000000002,-0.06666645591678179,saturated,0,0
quixbugs/quixbugs-java-lcs_length,quixbugs,quixbugs-java-lcs_length,16,0,0.0,0.8583333124999999,0.22958300287333955,0.333333,1.0,0.8583333124999999,-0.56666675,0.9183320114933583,-0.15932441088868735,easy,0,0
quixbugs/quixbugs-java-levenshtein,quixbugs,quixbugs-java-levenshtein,16,0,0.0,0.915625,0.1578357037396799,0.5,1.0,0.915625,-1.6874999999999984,3.156714074793595,-0.13802643314201118,easy,0,0
quixbugs/quixbugs-java-lis,quixbugs,quixbugs-java-lis,16,0,0.0,0.796875,0.2992014110511513,0.0,1.0,0.796875,-0.8125,1.1968056442046051,0.16989544426083597,easy,0,0
quixbugs/quixbugs-java-longest_common_subsequence,quixbugs,quixbugs-java-longest_common_subsequence,16,0,0.0,0.9375,0.16535945694153692,0.5,1.0,0.9375,-0.3779644730092272,0.9999999999999999,-0.09758978079871629,easy,0,0
quixbugs/quixbugs-java-max_sublist_sum,quixbugs,quixbugs-java-max_sublist_sum,16,0,0.0,0.925,0.18957188610128875,0.25,1.0,0.925,-0.39562828403747224,1.0,-0.10215061510309648,easy,0,0
quixbugs/quixbugs-java-mergesort,quixbugs,quixbugs-java-mergesort,16,0,0.0,0.95625,0.12732217992164602,0.5,1.0,0.95625,-0.3436164855716712,1.0,-0.0887212142978094,saturated,0,0
quixbugs/quixbugs-java-minimum_spanning_tree,quixbugs,quixbugs-java-minimum_spanning_tree,16,0,0.0,0.45,0.39051248379533277,0.0,1.0,0.45,0.21428571428571425,0.5578749768504754,0.16529504019312274,medium,0,0
quixbugs/quixbugs-java-next_palindrome,quixbugs,quixbugs-java-next_palindrome,16,0,0.0,0.715625,0.3765462911449269,0.0,1.0,0.715625,-0.3729508196721311,0.4938312015015433,-0.05785606179314493,easy,0,0
quixbugs/quixbugs-java-next_permutation,quixbugs,quixbugs-java-next_permutation,16,0,0.0,0.921875,0.1740768059650682,0.4,1.0,0.921875,-0.4487961481535757,1.0,-0.11587857811874515,easy,0,0
quixbugs/quixbugs-java-pascal,quixbugs,quixbugs-java-pascal,16,0,0.0,0.828125,0.3171990453563819,0.0,1.0,0.828125,-1.7187500000000004,3.171990453563819,-0.13990554625990337,easy,0,0
quixbugs/quixbugs-java-possible_change,quixbugs,quixbugs-java-possible_change,16,0,0.0,0.8583333125,0.28759060347713006,0.0,1.0,0.8583333125,-2.8333337499999973,5.751812069542596,0.23193177628972605,easy,0,0
quixbugs/quixbugs-java-powerset,quixbugs,quixbugs-java-powerset,16,0,0.0,0.503125,0.37184873856852063,0.0,1.0,0.503125,0.1586538461538461,0.5720749824131085,0.07160655969599032,medium,0,0
quixbugs/quixbugs-java-quicksort,quixbugs,quixbugs-java-quicksort,16,0,0.0,0.8697916875,0.26008936139616484,0.2,1.0,0.8697916875,-2.604166249999998,5.201787227923293,-0.12926168586508555,easy,0,0
quixbugs/quixbugs-java-reverse_linked_list,quixbugs,quixbugs-java-reverse_linked_list,16,0,0.0,0.921875,0.24556615071096424,0.0,1.0,0.921875,-0.31814238148788887,0.9999999999999999,-0.0821438604520927,easy,0,0
quixbugs/quixbugs-java-rpn_eval,quixbugs,quixbugs-java-rpn_eval,16,0,0.0,0.95625,0.12732217992164602,0.5,1.0,0.95625,-0.3436164855716712,1.0,-0.08872119887513655,saturated,0,0
quixbugs/quixbugs-java-shortest_path_length,quixbugs,quixbugs-java-shortest_path_length,16,0,0.0,0.9229166875,0.1470632295633067,0.5,1.0,0.9229166875,-1.5416662499999985,2.941264591266131,0.21580505184209828,easy,0,0
quixbugs/quixbugs-java-shortest_path_lengths,quixbugs,quixbugs-java-shortest_path_lengths,16,0,0.0,0.9322916875,0.19369115873979598,0.25,1.0,0.9322916875,-0.3495684208847091,1.0,-0.09025793951072832,easy,0,0
quixbugs/quixbugs-java-shortest_paths,quixbugs,quixbugs-java-shortest_paths,16,0,0.0,0.64375,0.3790922546030188,0.0,1.0,0.64375,-0.2717391304347827,0.6592908775704674,0.02979812760873242,medium,0,0
quixbugs/quixbugs-java-shunting_yard,quixbugs,quixbugs-java-shunting_yard,16,0,0.0,0.7135416875,0.26108871242398596,0.2,1.0,0.7135416875,0.20052046875,0.6527217810599649,-0.28328759015250643,easy,0,0
quixbugs/quixbugs-java-sieve,quixbugs,quixbugs-java-sieve,16,0,0.0,0.95625,0.12732217992164602,0.5,1.0,0.95625,-0.3436164855716712,1.0,-0.08872117773468205,saturated,0,0
quixbugs/quixbugs-java-sqrt,quixbugs,quixbugs-java-sqrt,16,0,0.0,0.9510416875000001,0.10466023214533227,0.666667,1.0,0.9510416875000001,-0.4677833356227988,1.0,-0.12078094498221029,saturated,0,0
quixbugs/quixbugs-java-subsequences,quixbugs,quixbugs-java-subsequences,16,0,0.0,0.8291666874999999,0.23307275665731472,0.25,1.0,0.8291666874999999,-0.6307693479290302,0.860576597065961,0.032311105306542756,easy,0,0
quixbugs/quixbugs-java-to_base,quixbugs,quixbugs-java-to_base,16,0,0.0,0.953125,0.18154609435347266,0.25,1.0,0.953125,-0.25819888974716115,1.0000000000000002,-0.06666645591678179,saturated,0,0
quixbugs/quixbugs-java-topological_ordering,quixbugs,quixbugs-java-topological_ordering,16,0,0.0,0.89375,0.26331718041176116,0.0,1.0,0.89375,-0.4035057637859102,1.0000000000000002,-0.10418454772514774,easy,0,0
quixbugs/quixbugs-java-wrap,quixbugs,quixbugs-java-wrap,16,0,0.0,0.34583331250000005,0.34977671523536247,0.0,1.0,0.34583331250000005,0.1319446875,0.5829611920589375,0.25528805938145027,medium,0,0
quixbugs/quixbugs-python-bitcount,quixbugs,quixbugs-python-bitcount,16,0,0.0,0.875,0.33071891388307384,0.0,1.0,0.875,-0.3779644730092272,0.9999999999999999,-0.09758978079871629,easy,0,0
quixbugs/quixbugs-python-breadth_first_search,quixbugs,quixbugs-python-breadth_first_search,16,0,0.0,0.7708333125,0.36436305369211053,0.0,1.0,0.7708333125,-0.5092593055555557,0.8096956748713569,-0.1623943838639991,easy,0,0
quixbugs/quixbugs-python-bucketsort,quixbugs,quixbugs-python-bucketsort,16,0,0.0,0.875,0.33071891388307384,0.0,1.0,0.875,-0.3779644730092272,0.9999999999999999,-0.09758978079871629,easy,0,0
quixbugs/quixbugs-python-depth_first_search,quixbugs,quixbugs-python-depth_first_search,16,0,0.0,0.75,0.3905124837953327,0.0,1.0,0.75,-0.8333333333333334,1.3017082793177759,0.23141307321336865,easy,0,0
quixbugs/quixbugs-python-detect_cycle,quixbugs,quixbugs-python-detect_cycle,16,0,0.0,0.8833333125,0.28136575765956284,0.0,1.0,0.8833333125,-0.41464422846066545,1.0,-0.10706044338104634,easy,0,0
quixbugs/quixbugs-python-find_first_in_sorted,quixbugs,quixbugs-python-find_first_in_sorted,16,0,0.0,0.55,0.44440972086577946,0.0,1.0,0.55,-0.14999999999999997,0.44440972086577946,0.3195462335147556,medium,0,0
quixbugs/quixbugs-python-find_in_sorted,quixbugs,quixbugs-python-find_in_sorted,16,0,0.0,0.84375,0.34089725358236606,0.0,1.0,0.84375,-0.4583492485141056,0.9999999999999999,-0.11834503147328451,easy,0,0
quixbugs/quixbugs-python-flatten,quixbugs,quixbugs-python-flatten,16,0,0.0,0.875,0.33071891388307384,0.0,1.0,0.875,-0.3779644730092272,0.9999999999999999,-0.09758978079871629,easy,0,0
quixbugs/quixbugs-python-gcd,quixbugs,quixbugs-python-gcd,16,0,0.0,0.875,0.33071891388307384,0.0,1.0,0.875,-0.3779644730092272,0.9999999999999999,-0.09758978079871629,easy,0,0
quixbugs/quixbugs-python-get_factors,quixbugs,quixbugs-python-get_factors,16,0,0.0,0.9479166875,0.14091401319453592,0.5,1.0,0.9479166875,-0.3696105966984097,1.0,-0.0954328081767215,easy,0,0
quixbugs/quixbugs-python-hanoi,quixbugs,quixbugs-python-hanoi,16,0,0.0,0.875,0.33071891388307384,0.0,1.0,0.875,-0.3779644730092272,0.9999999999999999,-0.09758978079871629,easy,0,0
quixbugs/quixbugs-python-is_valid_parenthesization,quixbugs,quixbugs-python-is_valid_parenthesization,16,0,0.0,0.8458333124999999,0.3025069222692926,0.0,1.0,0.8458333124999999,-3.0833337499999973,6.050138445385847,-0.13158573431568982,easy,0,0
quixbugs/quixbugs-python-kheapsort,quixbugs,quixbugs-python-kheapsort,16,0,0.0,0.8375,0.32572035551988454,0.0,1.0,0.8375,-0.8125000000000001,1.628601777599423,-0.12881370025993472,easy,0,0
quixbugs/quixbugs-python-knapsack,quixbugs,quixbugs-python-knapsack,16,0,0.0,0.8739583125,0.2440236639502711,0.25,1.0,0.8739583125,-2.5208337499999978,4.880473279005418,-0.13336318440285172,easy,0,0
quixbugs/quixbugs-python-kth,quixbugs,quixbugs-python-kth,16,0,0.0,0.890625,0.2927342811749249,0.0,1.0,0.890625,-0.3736323588785367,1.0,-0.09647124791739115,easy,0,0
quixbugs/quixbugs-python-lcs_length,quixbugs,quixbugs-python-lcs_length,16,0,0.0,0.875,0.33071891388307384,0.0,1.0,0.875,-0.3779644730092272,0.9999999999999999,-0.09758978079871629,easy,0,0
quixbugs/quixbugs-python-levenshtein,quixbugs,quixbugs-python-levenshtein,16,0,0.0,0.7739583125,0.3454550782196071,0.0,1.0,0.7739583125,-0.7138156674169296,1.090910486243368,-0.16894716680225705,easy,0,0
quixbugs/quixbugs-python-lis,quixbugs,quixbugs-python-lis,16,0,0.0,0.815625,0.33713811617050954,0.0,1.0,0.815625,-1.8437500000000004,3.371381161705097,0.1651376802077246,easy,0,0
quixbugs/quixbugs-python-longest_common_subsequence,quixbugs,quixbugs-python-longest_common_subsequence,16,0,0.0,0.8833333125,0.28136575765956284,0.0,1.0,0.8833333125,-0.41464422846066545,1.0,-0.10706043693516748,easy,0,0
quixbugs/quixbugs-python-max_sublist_sum,quixbugs,quixbugs-python-max_sublist_sum,16,0,0.0,0.8625,0.3295356581616017,0.0,1.0,0.8625,-0.41725378299598487,1.0,-0.10773423229797151,easy,0,0
quixbugs/quixbugs-python-mergesort,quixbugs,quixbugs-python-mergesort,16,0,0.0,0.753125,0.34526654105922283,0.0,1.0,0.753125,-0.5875000000000001,1.3810661642368913,-0.03505409463134306,easy,0,0
quixbugs/quixbugs-python-minimum_spanning_tree,quixbugs,quixbugs-python-minimum_spanning_tree,16,0,0.0,0.7458333125000001,0.3172965498092279,0.0,1.0,0.7458333125000001,-0.38541671875000005,0.7932413745230696,0.11867153515314305,easy,0,0
quixbugs/quixbugs-python-next_palindrome,quixbugs,quixbugs-python-next_palindrome,16,0,0.0,0.875,0.27271780286589287,0.0,1.0,0.875,-2.499999999999998,5.4543560573178524,-0.11834507761596276,easy,0,0
quixbugs/quixbugs-python-next_permutation,quixbugs,quixbugs-python-next_permutation,16,0,0.0,0.825,0.3665719574653795,0.0,1.0,0.825,-0.47739603762933147,1.0,-0.12326289891976357,easy,0,0
quixbugs/quixbugs-python-pascal,quixbugs,quixbugs-python-pascal,16,0,0.0,0.8125,0.3903123748998999,0.0,1.0,0.8125,-0.48038446141526137,1.0,-0.12403454686575026,easy,0,0
quixbugs/quixbugs-python-possible_change,quixbugs,quixbugs-python-possible_change,16,0,0.0,0.7208333125,0.3497767375710395,0.0,1.0,0.7208333125,-0.3981481944444446,0.7772816390467546,-0.058439201802924695,easy,0,0
quixbugs/quixbugs-python-powerset,quixbugs,quixbugs-python-powerset,16,0,0.0,0.9114583125,0.23472201671384565,0.25,1.0,0.9114583125,-0.3772193539387614,1.0,-0.09739738751391383,easy,0,0
quixbugs/quixbugs-python-quicksort,quixbugs,quixbugs-python-quicksort,16,0,0.0,0.8958333125,0.2818281511326359,0.0,1.0,0.8958333125,-0.36961065486668276,0.9999999999999999,-0.0954328231957254,easy,0,0
quixbugs/quixbugs-python-reverse_linked_list,quixbugs,quixbugs-python-reverse_linked_list,16,0,0.0,0.89375,0.2633171804117612,0.0,1.0,0.89375,-0.4035057637859101,1.0,-0.10418455390959379,easy,0,0
quixbugs/quixbugs-python-rpn_eval,quixbugs,quixbugs-python-rpn_eval,16,0,0.0,0.8531249999999999,0.2891089489707989,0.0,1.0,0.8531249999999999,-0.7343750000000001,1.4455447448539949,-0.13117165061050645,easy,0,0
quixbugs/quixbugs-python-shortest_path_length,quixbugs,quixbugs-python-shortest_path_length,16,0,0.0,0.825,0.3381937314617171,0.0,1.0,0.825,-1.7500000000000004,3.381937314617171,-0.1336060520219477,easy,0,0
quixbugs/quixbugs-python-shortest_path_lengths,quixbugs,quixbugs-python-shortest_path_lengths,16,0,0.0,0.9114583125,0.23472201671384565,0.25,1.0,0.9114583125,-0.3772193539387614,1.0,-0.09739738751391383,easy,0,0
quixbugs/quixbugs-python-shortest_paths,quixbugs,quixbugs-python-shortest_paths,16,0,0.0,0.7989583124999999,0.3535764350783503,0.0,1.0,0.7989583124999999,-1.2062495218752394,2.121457549741327,-0.14681035246147084,easy,0,0
quixbugs/quixbugs-python-shunting_yard,quixbugs,quixbugs-python-shunting_yard,16,0,0.0,0.7875,0.3568525605905049,0.0,1.0,0.7875,-1.0625000000000002,1.7842628029525252,-0.15375311134144581,easy,0,0
quixbugs/quixbugs-python-sieve,quixbugs,quixbugs-python-sieve,16,0,0.0,0.890625,0.2927342811749249,0.0,1.0,0.890625,-0.3736323588785367,1.0,-0.09647124791739115,easy,0,0
quixbugs/quixbugs-python-sqrt,quixbugs,quixbugs-python-sqrt,16,0,0.0,0.9270833125,0.1951562508340172,0.333333,1.0,0.9270833125,-0.37363234427995107,1.0,-0.09647124414808074,easy,0,0
quixbugs/quixbugs-python-subsequences,quixbugs,quixbugs-python-subsequences,16,0,0.0,0.7749999999999999,0.3526683994916471,0.0,1.0,0.7749999999999999,-0.7500000000000001,1.175561331638824,0.27454873205779007,easy,0,0
quixbugs/quixbugs-python-to_base,quixbugs,quixbugs-python-to_base,16,0,0.0,0.8864583125000001,0.24503538674080289,0.25,1.0,0.8864583125000001,-0.46336853223613694,1.0,-0.11964100175030848,easy,0,0
quixbugs/quixbugs-python-topological_ordering,quixbugs,quixbugs-python-topological_ordering,16,0,0.0,0.9114583125,0.23472201671384565,0.25,1.0,0.9114583125,-0.3772193539387614,1.0,-0.09739738751391383,easy,0,0
quixbugs/quixbugs-python-wrap,quixbugs,quixbugs-python-wrap,16,0,0.0,0.65,0.3968626966596886,0.0,1.0,0.65,-0.2307692307692309,0.6105579948610594,0.03253016711541703,medium,0,0
reasoning-gym/reasoning-gym-algebra-complex-arithmetic-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-algebra-complex-arithmetic-easy00cea0a5-seed45-0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0
reasoning-gym/reasoning-gym-algebra-complex-arithmetic-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-algebra-complex-arithmetic-easy00cea0a5-seed45-1,16,0,0.0,0.971875,0.07493486755176124,0.75,1.0,0.971875,-0.37532594530273455,1.0,-0.09690861191270396,saturated,0,0
reasoning-gym/reasoning-gym-algebra-complex-arithmetic-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-algebra-complex-arithmetic-easy00cea0a5-seed45-2,16,0,0.0,0.984375,0.06051536478449089,0.75,1.0,0.984375,-0.2581988897471611,0.9999999999999999,-0.06666667372354433,saturated,0,0
reasoning-gym/reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-0,16,0,0.0,0.975,0.06614378277661474,0.8,1.0,0.975,-0.37796447300922725,1.0,-0.09758978079871627,saturated,0,0
reasoning-gym/reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-1,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666672474680715,saturated,0,0
reasoning-gym/reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-2,16,0,0.0,0.925,0.24366985862022408,0.0,1.0,0.925,-0.30779350562554625,1.0,-0.07947194597884763,easy,0,0
reasoning-gym/reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-0,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.1154698973383887,easy,0,0
reasoning-gym/reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-1,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11546988181346492,easy,0,0
reasoning-gym/reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-algebra-intermediate-integration-easy00cea0a5-seed45-2,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666645591678179,saturated,0,0
reasoning-gym/reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-0,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11546990118461568,easy,0,0
reasoning-gym/reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-1,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666645591678179,saturated,0,0
reasoning-gym/reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-2,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.447213595499958,1.0,-0.11546992595243877,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-equations-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-algebra-polynomial-equations-easy00cea0a5-seed45-0,16,0,0.0,0.874434625,0.26318993555364983,0.0,1.0,0.874434625,-2.442566093602166,5.1608146546396565,-0.12195878610779051,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-equations-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-algebra-polynomial-equations-easy00cea0a5-seed45-1,16,0,0.0,0.975,0.06614378277661474,0.8,1.0,0.975,-0.37796447300922725,1.0,-0.09758995250102226,saturated,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-equations-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-algebra-polynomial-equations-easy00cea0a5-seed45-2,16,0,0.0,0.925,0.17139136501002608,0.4,1.0,0.925,-0.43759497449368373,1.0000000000000002,-0.11298653288176132,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-equations-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-algebra-polynomial-equations-hard0292e21f-seed45-0,16,0,0.0,0.91205,0.24451009692853176,0.0,1.0,0.91205,-102.52941176470375,287.65893756297265,-0.09266266925473877,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-equations-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-algebra-polynomial-equations-hard0292e21f-seed45-1,16,0,0.0,0.975,0.06614378277661474,0.8,1.0,0.975,-0.37796447300922725,1.0,-0.09758987049091729,saturated,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-equations-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-algebra-polynomial-equations-hard0292e21f-seed45-2,16,0,0.0,0.9232208749999999,0.17282147012592033,0.4,1.0,0.9232208749999999,-0.4442684403972351,0.9999999999999999,-0.11470947433165259,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-0,16,0,0.0,0.734375,0.39159878622768995,0.0,1.0,0.734375,-0.5902777777777779,0.8702195249504221,0.08859975148852121,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-1,16,0,0.0,0.94375,0.13213984069916235,0.5,1.0,0.94375,-0.42568539285636187,0.9999999999999999,-0.10991138890602314,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-2,16,0,0.0,0.871875,0.2999837235167935,0.0,1.0,0.871875,-0.4271065059729062,1.0,-0.11027819329645235,easy,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-0,16,0,0.0,0.5375000000000001,0.41664583281247397,0.0,1.0,0.5375000000000001,0.044117647058823546,0.49017156801467526,0.20915170639226574,medium,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-1,16,0,0.0,0.675,0.39290584113754273,0.0,1.0,0.675,-0.19230769230769243,0.6044705248269889,-0.08214384007599651,medium,0,0
reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-2,16,0,0.0,0.959375,0.0851813323152438,0.75,1.0,0.959375,-0.47692374486058453,1.0,-0.12314109966155797,saturated,0,0
reasoning-gym/reasoning-gym-algebra-simple-equations-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-algebra-simple-equations-easy00cea0a5-seed45-0,16,0,0.0,0.8645833125,0.2129387788176213,0.333333,1.0,0.8645833125,-0.8125009375009373,1.2776339505396779,0.1591475383000265,easy,0,0
reasoning-gym/reasoning-gym-algebra-simple-equations-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-algebra-simple-equations-easy00cea0a5-seed45-1,16,0,0.0,0.99,0.038729833462074176,0.84,1.0,0.99,-0.25819888974716115,1.0000000000000002,-0.06666670210737861,saturated,0,0
reasoning-gym/reasoning-gym-algebra-simple-equations-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-algebra-simple-equations-easy00cea0a5-seed45-2,16,0,0.0,0.908333375,0.1984313535794164,0.333333,1.0,0.908333375,-2.7500056250140643,5.952955489771219,0.05421622693328622,easy,0,0
reasoning-gym/reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-0,16,0,0.0,0.925,0.1984313483298443,0.2,1.0,0.925,-0.3779644730092272,1.0,0.1626500943119984,easy,0,0
reasoning-gym/reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-1,16,0,0.0,0.9437500000000001,0.1223149111923808,0.6,1.0,0.9437500000000001,-0.4598785172768363,0.9999999999999999,-0.11874020136919931,easy,0,0
reasoning-gym/reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-2,16,0,0.0,0.9468749999999999,0.11655035124357198,0.6,1.0,0.9468749999999999,-0.4558115821459608,0.9999999999999999,-0.1176901016756813,easy,0,0
reasoning-gym/reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-0,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666656796391622,saturated,0,0
reasoning-gym/reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-1,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0
reasoning-gym/reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-2,16,0,0.0,0.971875,0.07493486755176124,0.75,1.0,0.971875,-0.37532594530273455,1.0,-0.0969086843016832,saturated,0,0
reasoning-gym/reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-0,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666656796391622,saturated,0,0
reasoning-gym/reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-1,16,0,0.0,0.959375,0.0851813323152438,0.75,1.0,0.959375,-0.47692374486058453,1.0,-0.12314109966155797,saturated,0,0
reasoning-gym/reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-2,16,0,0.0,0.925,0.0968245836551854,0.8,1.0,0.925,-0.375,0.4841229182759271,-0.19999989520321004,easy,0,0
reasoning-gym/reasoning-gym-algorithmic-ab-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-algorithmic-ab-easy00cea0a5-seed45-0,16,0,0.0,0.8500000000000001,0.21794494717703367,0.4,1.0,0.8500000000000001,-0.6,0.8717797887081346,-0.17770453860710642,easy,0,0
reasoning-gym/reasoning-gym-algorithmic-ab-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-algorithmic-ab-easy00cea0a5-seed45-1,16,0,0.0,0.8625,0.19645292056877137,0.4,1.0,0.8625,-0.5499999999999999,0.7858116822750856,-0.1807167003420492,easy,0,0
